,time,values
0,0.0,103.98665483110054
1,0.03322909046083925,100.90688985746901
2,0.0664581809216785,97.82712488383748
3,0.09968727138251775,94.74735991020596
4,0.132916361843357,91.66759493657443
5,0.16614545230419625,88.58782996294292
6,0.1993745427650355,85.50806498931138
7,0.23260363322587474,82.59628914428387
8,0.265832723686714,80.24135381159739
9,0.29906181414755323,77.8864184789109
10,0.3322909046083925,75.53148314622442
11,0.3655199950692317,73.17654781353792
12,0.398749085530071,70.82161248085144
13,0.4319781759909102,68.46667714816495
14,0.4652072664517495,68.12662169221754
15,0.49843635691258875,74.55007879934473
16,0.531665447373428,80.97353590647194
17,0.5648945378342672,87.39699301359914
18,0.5981236282951065,93.82045012072635
19,0.6313527187559457,100.24390722785355
20,0.664581809216785,106.66736433498075
21,0.6978108996776242,111.84120487731734
22,0.7310399901384634,112.76678645381706
23,0.7642690805993028,113.69236803031677
24,0.797498171060142,114.6179496068165
25,0.8307272615209812,115.5435311833162
26,0.8639563519818204,116.46911275981593
27,0.8971854424426597,117.39469433631564
28,0.930414532903499,116.8774345460258
29,0.9636436233643382,111.39193813847464
30,0.9968727138251775,105.9064417309235
31,1.0301018042860166,100.42094532337237
32,1.063330894746856,94.93544891582121
33,1.0965599852076953,89.44995250827003
34,1.1297890756685345,83.96445610071889
35,1.1630181661293737,80.1271520270457
36,1.196247256590213,82.03868929993895
37,1.2294763470510521,83.95022657283222
38,1.2627054375118913,85.86176384572549
39,1.2959345279727308,87.77330111861876
40,1.32916361843357,89.68483839151202
41,1.3623927088944092,91.59637566440529
42,1.3956217993552484,92.72521907056918
43,1.4288508898160877,91.08843763148867
44,1.4620799802769269,89.45165619240815
45,1.495309070737766,87.81487475332764
46,1.5285381611986055,86.17809331424714
47,1.5617672516594447,84.54131187516661
48,1.594996342120284,82.9045304360861
49,1.6282254325811232,81.13994273551751
50,1.6614545230419624,78.91782096258393
51,1.6946836135028016,76.69569918965034
52,1.7279127039636408,74.47357741671678
53,1.7611417944244803,72.2514556437832
54,1.7943708848853195,70.02933387084963
55,1.8275999753461587,67.80721209791606
56,1.860829065806998,65.46456365817723
57,1.8940581562678371,62.684729025979436
58,1.9272872467286764,59.90489439378168
59,1.9605163371895156,57.12505976158389
60,1.993745427650355,54.34522512938614
